file_path,category,scientific_status,purpose,preserve_reason
results/phase_f14_unitarity.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f14_unitarity.csv,Preserved in repository
results/phase_f15_architecture_comparison.csv,Data/Artifact,ARCHIVE / REJECTED,Implementation/documentation of phase_f15_architecture_comparison.csv,F15 Carleman truncation closure failure artifact
results/phase_f15_coherence_trace.csv,Data/Artifact,ARCHIVE / REJECTED,Implementation/documentation of phase_f15_coherence_trace.csv,F15 Carleman truncation closure failure artifact
results/phase_f15_dilation_power_audit.csv,Data/Artifact,ARCHIVE / REJECTED,Implementation/documentation of phase_f15_dilation_power_audit.csv,F15 Carleman truncation closure failure artifact
results/phase_f15_error_budget.csv,Data/Artifact,ARCHIVE / REJECTED,Implementation/documentation of phase_f15_error_budget.csv,F15 Carleman truncation closure failure artifact
results/phase_f15_error_budget_forensic.csv,Data/Artifact,ARCHIVE / REJECTED,Implementation/documentation of phase_f15_error_budget_forensic.csv,F15 Carleman truncation closure failure artifact
results/phase_f15_kill_switch.csv,Data/Artifact,ARCHIVE / REJECTED,Implementation/documentation of phase_f15_kill_switch.csv,F15 Carleman truncation closure failure artifact
results/phase_f15_manifold_audit.csv,Data/Artifact,ARCHIVE / REJECTED,Implementation/documentation of phase_f15_manifold_audit.csv,F15 Carleman truncation closure failure artifact
results/phase_f15_manifold_trajectory.csv,Data/Artifact,ARCHIVE / REJECTED,Implementation/documentation of phase_f15_manifold_trajectory.csv,F15 Carleman truncation closure failure artifact
results/phase_f15_multistep.csv,Data/Artifact,ARCHIVE / REJECTED,Implementation/documentation of phase_f15_multistep.csv,F15 Carleman truncation closure failure artifact
results/phase_f15_resource_audit.csv,Data/Artifact,ARCHIVE / REJECTED,Implementation/documentation of phase_f15_resource_audit.csv,F15 Carleman truncation closure failure artifact
results/phase_f15_static_operator_audit.csv,Data/Artifact,ARCHIVE / REJECTED,Implementation/documentation of phase_f15_static_operator_audit.csv,F15 Carleman truncation closure failure artifact
results/phase_f16_architecture_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f16_architecture_comparison.csv,Preserved in repository
results/phase_f16_autonomy_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f16_autonomy_audit.csv,Preserved in repository
results/phase_f16_carleman_orders.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f16_carleman_orders.csv,Preserved in repository
results/phase_f16_error_budget.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f16_error_budget.csv,Preserved in repository
results/phase_f16_manifold_analysis.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f16_manifold_analysis.csv,Preserved in repository
results/phase_f16_polynomial_approximation.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f16_polynomial_approximation.csv,Preserved in repository
results/phase_f16_resource_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f16_resource_comparison.csv,Preserved in repository
results/phase_f16_reversible_arithmetic.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f16_reversible_arithmetic.csv,Preserved in repository
results/phase_f17_ancilla_garbage.csv,Data/Artifact,EXPERIMENTAL / ARCHIVE,Implementation/documentation of phase_f17_ancilla_garbage.csv,F17 reversible arithmetic prototype
results/phase_f17_autonomy_audit.csv,Data/Artifact,EXPERIMENTAL / ARCHIVE,Implementation/documentation of phase_f17_autonomy_audit.csv,F17 reversible arithmetic prototype
results/phase_f17_collision_accuracy.csv,Data/Artifact,EXPERIMENTAL / ARCHIVE,Implementation/documentation of phase_f17_collision_accuracy.csv,F17 reversible arithmetic prototype
results/phase_f17_fixed_point_convergence.csv,Data/Artifact,EXPERIMENTAL / ARCHIVE,Implementation/documentation of phase_f17_fixed_point_convergence.csv,F17 reversible arithmetic prototype
results/phase_f17_kill_switch.csv,Data/Artifact,EXPERIMENTAL / ARCHIVE,Implementation/documentation of phase_f17_kill_switch.csv,F17 reversible arithmetic prototype
results/phase_f17_multistep.csv,Data/Artifact,EXPERIMENTAL / ARCHIVE,Implementation/documentation of phase_f17_multistep.csv,F17 reversible arithmetic prototype
results/phase_f17_physical_validation.csv,Data/Artifact,EXPERIMENTAL / ARCHIVE,Implementation/documentation of phase_f17_physical_validation.csv,F17 reversible arithmetic prototype
results/phase_f17_resource_audit.csv,Data/Artifact,EXPERIMENTAL / ARCHIVE,Implementation/documentation of phase_f17_resource_audit.csv,F17 reversible arithmetic prototype
results/phase_f17_unitarity.csv,Data/Artifact,EXPERIMENTAL / ARCHIVE,Implementation/documentation of phase_f17_unitarity.csv,F17 reversible arithmetic prototype
results/phase_f18_autonomy.csv,Data/Artifact,FORENSIC REFERENCE,Implementation/documentation of phase_f18_autonomy.csv,F18 BGK bijectivity resolution
results/phase_f18_bijectivity.csv,Data/Artifact,FORENSIC REFERENCE,Implementation/documentation of phase_f18_bijectivity.csv,F18 BGK bijectivity resolution
results/phase_f18_kill_switch.csv,Data/Artifact,FORENSIC REFERENCE,Implementation/documentation of phase_f18_kill_switch.csv,F18 BGK bijectivity resolution
results/phase_f18_multistep.csv,Data/Artifact,FORENSIC REFERENCE,Implementation/documentation of phase_f18_multistep.csv,F18 BGK bijectivity resolution
results/phase_f18_physical_equivalence.csv,Data/Artifact,FORENSIC REFERENCE,Implementation/documentation of phase_f18_physical_equivalence.csv,F18 BGK bijectivity resolution
results/phase_f18_physics.csv,Data/Artifact,FORENSIC REFERENCE,Implementation/documentation of phase_f18_physics.csv,F18 BGK bijectivity resolution
results/phase_f18_resource_audit.csv,Data/Artifact,FORENSIC REFERENCE,Implementation/documentation of phase_f18_resource_audit.csv,F18 BGK bijectivity resolution
results/phase_f18_unitarity.csv,Data/Artifact,FORENSIC REFERENCE,Implementation/documentation of phase_f18_unitarity.csv,F18 BGK bijectivity resolution
results/phase_f19_architecture_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f19_architecture_comparison.csv,Preserved in repository
results/phase_f19_autonomy.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f19_autonomy.csv,Preserved in repository
results/phase_f19_bijectivity.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f19_bijectivity.csv,Preserved in repository
results/phase_f19_information.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f19_information.csv,Preserved in repository
results/phase_f19_kill_switch.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f19_kill_switch.csv,Preserved in repository
results/phase_f19_multistep.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f19_multistep.csv,Preserved in repository
results/phase_f19_physical_equivalence.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f19_physical_equivalence.csv,Preserved in repository
results/phase_f19_resources.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f19_resources.csv,Preserved in repository
results/phase_f19_superposition.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f19_superposition.csv,Preserved in repository
results/phase_f9_dependency_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f9_dependency_audit.csv,Preserved in repository
results/phase_f9_kill_switch_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f9_kill_switch_audit.csv,Preserved in repository
results/phase_f9_runtime_event_trace.csv,Data/Artifact,ACTIVE,Implementation/documentation of phase_f9_runtime_event_trace.csv,Preserved in repository
results/plots/.gitkeep,Data/Artifact,ACTIVE,Implementation/documentation of .gitkeep,Preserved in repository
results/plots/dam_break_comparison.png,Data/Artifact,ACTIVE,Implementation/documentation of dam_break_comparison.png,Preserved in repository
results/qlbm_architecture_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_architecture_comparison.csv,Preserved in repository
results/qlbm_collision_architecture_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_collision_architecture_comparison.csv,Preserved in repository
results/qlbm_collision_c1_block_encoding.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_collision_c1_block_encoding.csv,Preserved in repository
results/qlbm_collision_c3_mach_scaling.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_collision_c3_mach_scaling.csv,Preserved in repository
results/qlbm_direct_encoding_validation.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_direct_encoding_validation.csv,Preserved in repository
results/qlbm_direct_hardware_metrics.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_direct_hardware_metrics.csv,Preserved in repository
results/qlbm_one_node_collision_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_one_node_collision_comparison.csv,Preserved in repository
results/qlbm_one_node_parameter_sweep.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_one_node_parameter_sweep.csv,Preserved in repository
results/qlbm_phase_f8_leakage_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_phase_f8_leakage_audit.csv,Preserved in repository
results/qlbm_phase_f8_multistep_progression.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_phase_f8_multistep_progression.csv,Preserved in repository
results/qlbm_phase_f8_resource_audit.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_phase_f8_resource_audit.csv,Preserved in repository
results/qlbm_phase_f8_twomodes_comparison.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_phase_f8_twomodes_comparison.csv,Preserved in repository
results/qlbm_phase_f_coherent_moment_scaling.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_phase_f_coherent_moment_scaling.csv,Preserved in repository
results/qlbm_phase_f_parameterized_sweep.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_phase_f_parameterized_sweep.csv,Preserved in repository
results/qlbm_phase_f_quantum_oracle_metrics.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_phase_f_quantum_oracle_metrics.csv,Preserved in repository
results/qlbm_phase_f_reference_validation.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_phase_f_reference_validation.csv,Preserved in repository
results/qlbm_quantum_moment_readout.csv,Data/Artifact,ACTIVE,Implementation/documentation of qlbm_quantum_moment_readout.csv,Preserved in repository
results/quantum/.gitkeep,Data/Artifact,ACTIVE,Implementation/documentation of .gitkeep,Preserved in repository
results/quantum/quantum_fields.npz,Data/Artifact,ACTIVE,Implementation/documentation of quantum_fields.npz,Preserved in repository
results/quantum/quantum_fields/phi.npy,Data/Artifact,ACTIVE,Implementation/documentation of phi.npy,Preserved in repository
results/quantum/quantum_fields/rho.npy,Data/Artifact,ACTIVE,Implementation/documentation of rho.npy,Preserved in repository
results/quantum/quantum_fields/u.npy,Data/Artifact,ACTIVE,Implementation/documentation of u.npy,Preserved in repository
run.py,Source Code,ACTIVE,Implementation/documentation of run.py,Preserved in repository
scripts/run_arithmetic_streaming_validation.py,Source Code,ACTIVE,Implementation/documentation of run_arithmetic_streaming_validation.py,Preserved in repository
scripts/run_collision_architecture_investigation.py,Source Code,ACTIVE,Implementation/documentation of run_collision_architecture_investigation.py,Preserved in repository
scripts/run_direct_encoding_benchmark.py,Source Code,ACTIVE,Implementation/documentation of run_direct_encoding_benchmark.py,Preserved in repository
scripts/run_direct_encoding_scientific_audit.py,Source Code,ACTIVE,Implementation/documentation of run_direct_encoding_scientific_audit.py,Preserved in repository
scripts/run_level4_grid_refinement.py,Source Code,ACTIVE REFERENCE,Implementation/documentation of run_level4_grid_refinement.py,Classical reference and validation baseline
scripts/run_level5_audit_verification.py,Source Code,ACTIVE,Implementation/documentation of run_level5_audit_verification.py,Preserved in repository
scripts/run_level5_carleman_validation.py,Source Code,ACTIVE,Implementation/documentation of run_level5_carleman_validation.py,Preserved in repository
scripts/run_level5_hardware_analysis.py,Source Code,ACTIVE,Implementation/documentation of run_level5_hardware_analysis.py,Preserved in repository
scripts/run_level5_quantum_validation.py,Source Code,ACTIVE,Implementation/documentation of run_level5_quantum_validation.py,Preserved in repository
scripts/run_level6_architecture_analysis.py,Source Code,ACTIVE,Implementation/documentation of run_level6_architecture_analysis.py,Preserved in repository
scripts/run_level6_error_analysis.py,Source Code,ACTIVE,Implementation/documentation of run_level6_error_analysis.py,Preserved in repository
scripts/run_level6_resource_analysis.py,Source Code,ACTIVE,Implementation/documentation of run_level6_resource_analysis.py,Preserved in repository
scripts/run_level6a_r_resolution_analysis.py,Source Code,ACTIVE,Implementation/documentation of run_level6a_r_resolution_analysis.py,Preserved in repository
scripts/run_level6a_stability_analysis.py,Source Code,ACTIVE,Implementation/documentation of run_level6a_stability_analysis.py,Preserved in repository
scripts/run_level6a_validation.py,Source Code,ACTIVE,Implementation/documentation of run_level6a_validation.py,Preserved in repository
scripts/run_level6b_final_verification.py,Source Code,ACTIVE,Implementation/documentation of run_level6b_final_verification.py,Preserved in repository
scripts/run_level6b_hardware_transpilation.py,Source Code,ACTIVE,Implementation/documentation of run_level6b_hardware_transpilation.py,Preserved in repository
scripts/run_level6b_scientific_audit.py,Source Code,ACTIVE,Implementation/documentation of run_level6b_scientific_audit.py,Preserved in repository
scripts/run_level6b_validation.py,Source Code,ACTIVE,Implementation/documentation of run_level6b_validation.py,Preserved in repository
scripts/run_level7_final_audit.py,Source Code,ACTIVE,Implementation/documentation of run_level7_final_audit.py,Preserved in repository
scripts/run_level7_final_literature_audit.py,Source Code,ACTIVE,Implementation/documentation of run_level7_final_literature_audit.py,Preserved in repository
scripts/run_level7_hardening_verification.py,Source Code,ACTIVE,Implementation/documentation of run_level7_hardening_verification.py,Preserved in repository
scripts/run_level7_investigation.py,Source Code,ACTIVE,Implementation/documentation of run_level7_investigation.py,Preserved in repository
scripts/run_one_node_collision_audit.py,Source Code,ACTIVE,Implementation/documentation of run_one_node_collision_audit.py,Preserved in repository
scripts/run_phase_f10_boundary_audit.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f10_boundary_audit.py,Preserved in repository
scripts/run_phase_f11_validation.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f11_validation.py,Preserved in repository
scripts/run_phase_f12_audit.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f12_audit.py,Preserved in repository
scripts/run_phase_f12_quantum_solver.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f12_quantum_solver.py,Preserved in repository
scripts/run_phase_f13_audit.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f13_audit.py,Preserved in repository
scripts/run_phase_f13_coherent_solver.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f13_coherent_solver.py,Preserved in repository
scripts/run_phase_f14_audit.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f14_audit.py,Preserved in repository
scripts/run_phase_f15_audit.py,Source Code,ARCHIVE / REJECTED,Implementation/documentation of run_phase_f15_audit.py,F15 Carleman truncation closure failure artifact
scripts/run_phase_f15_forensic_gate.py,Source Code,ARCHIVE / REJECTED,Implementation/documentation of run_phase_f15_forensic_gate.py,F15 Carleman truncation closure failure artifact
scripts/run_phase_f16_audit.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f16_audit.py,Preserved in repository
scripts/run_phase_f17_audit.py,Source Code,EXPERIMENTAL / ARCHIVE,Implementation/documentation of run_phase_f17_audit.py,F17 reversible arithmetic prototype
scripts/run_phase_f17_autonomy_audit.py,Source Code,EXPERIMENTAL / ARCHIVE,Implementation/documentation of run_phase_f17_autonomy_audit.py,F17 reversible arithmetic prototype
scripts/run_phase_f18_forensic_gate.py,Source Code,FORENSIC REFERENCE,Implementation/documentation of run_phase_f18_forensic_gate.py,F18 BGK bijectivity resolution
scripts/run_phase_f19_reversible_embedding.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f19_reversible_embedding.py,Preserved in repository
scripts/run_phase_f20_channel_equivalence.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f20_channel_equivalence.py,Preserved in repository
scripts/run_phase_f21_csf.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f21_csf.py,Preserved in repository
scripts/run_phase_f22_validation.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f22_validation.py,Preserved in repository
scripts/run_phase_f23_full_equivalence.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f23_full_equivalence.py,Preserved in repository
scripts/run_phase_f24_forensics.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f24_forensics.py,Preserved in repository
scripts/run_phase_f25_feasibility.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f25_feasibility.py,Preserved in repository
scripts/run_phase_f26_optimization.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f26_optimization.py,Preserved in repository
scripts/run_phase_f27_validation.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of run_phase_f27_validation.py,Gate-level scalable reversible QLBM architecture
scripts/run_phase_f28_audit_2x2.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of run_phase_f28_audit_2x2.py,Gate-level scalable reversible QLBM architecture
scripts/run_phase_f29_validation.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of run_phase_f29_validation.py,Gate-level scalable reversible QLBM architecture
scripts/run_phase_f30_scaling.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of run_phase_f30_scaling.py,Gate-level scalable reversible QLBM architecture
scripts/run_phase_f31_reduction.py,Source Code,ACTIVE / VALIDATED,Implementation/documentation of run_phase_f31_reduction.py,Gate-level scalable reversible QLBM architecture
scripts/run_phase_f33_ideal.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f33_ideal.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f33_noisy.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f33_noisy.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f33_qpu.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f33_qpu.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f33_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f33_validation.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f34_dryrun.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f34_dryrun.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f34_ideal.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f34_ideal.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f34_noisy.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f34_noisy.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f34_qpu.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f34_qpu.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f34_validate.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f34_validate.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f35_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f35_discovery.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f35_dryrun.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f35_dryrun.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f35_ideal.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f35_ideal.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f35_noisy.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f35_noisy.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f35_qpu.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f35_qpu.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f35_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f35_validation.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f36_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f36_discovery.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f36_dryrun.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f36_dryrun.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f36_ideal.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f36_ideal.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f36_noisy.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f36_noisy.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f36_qpu.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f36_qpu.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f36_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f36_validation.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f37_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f37_discovery.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f37_dryrun.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f37_dryrun.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f37_ideal.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f37_ideal.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f37_noisy.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f37_noisy.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f37_qpu.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f37_qpu.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f37_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f37_validation.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f38_discovery.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f38_discovery.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f38_dryrun.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f38_dryrun.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f38_ideal.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f38_ideal.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f38_noisy.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f38_noisy.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f38_qpu.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f38_qpu.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f38_validation.py,Source Code,ACTIVE / HARDWARE DEMO,Implementation/documentation of run_phase_f38_validation.py,NISQ hardware transpilation and QPU execution gate
scripts/run_phase_f8_2x2_audit.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f8_2x2_audit.py,Preserved in repository
scripts/run_phase_f9_transparency_audit.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f9_transparency_audit.py,Preserved in repository
scripts/run_phase_f_quantum_core_audit.py,Source Code,ACTIVE,Implementation/documentation of run_phase_f_quantum_core_audit.py,Preserved in repository
tests/test_arithmetic_streaming.py,Source Code,ACTIVE,Implementation/documentation of test_arithmetic_streaming.py,Preserved in repository
tests/test_boundary_unitarity.py,Source Code,ACTIVE,Implementation/documentation of test_boundary_unitarity.py,Preserved in repository
tests/test_carleman_quantum.py,Source Code,ACTIVE,Implementation/documentation of test_carleman_quantum.py,Preserved in repository
tests/test_direct_encoding_scientific_audit.py,Source Code,ACTIVE,Implementation/documentation of test_direct_encoding_scientific_audit.py,Preserved in repository
tests/test_direct_two_phase_prototype.py,Source Code,ACTIVE,Implementation/documentation of test_direct_two_phase_prototype.py,Preserved in repository
tests/test_end_to_end.py,Source Code,ACTIVE,Implementation/documentation of test_end_to_end.py,Preserved in repository
tests/test_f20_autonomy.py,Source Code,ACTIVE,Implementation/documentation of test_f20_autonomy.py,Preserved in repository
tests/test_f20_channel.py,Source Code,ACTIVE,Implementation/documentation of test_f20_channel.py,Preserved in repository
tests/test_f20_choi.py,Source Code,ACTIVE,Implementation/documentation of test_f20_choi.py,Preserved in repository
tests/test_f20_entanglement.py,Source Code,ACTIVE,Implementation/documentation of test_f20_entanglement.py,Preserved in repository
tests/test_f20_environment.py,Source Code,ACTIVE,Implementation/documentation of test_f20_environment.py,Preserved in repository
tests/test_f20_fixed_point.py,Source Code,ACTIVE,Implementation/documentation of test_f20_fixed_point.py,Preserved in repository
tests/test_f20_kraus.py,Source Code,ACTIVE,Implementation/documentation of test_f20_kraus.py,Preserved in repository
tests/test_f20_multistep.py,Source Code,ACTIVE,Implementation/documentation of test_f20_multistep.py,Preserved in repository
tests/test_f20_superposition.py,Source Code,ACTIVE,Implementation/documentation of test_f20_superposition.py,Preserved in repository
tests/test_f20_two_phase.py,Source Code,ACTIVE,Implementation/documentation of test_f20_two_phase.py,Preserved in repository
tests/test_f21_autonomy.py,Source Code,ACTIVE,Implementation/documentation of test_f21_autonomy.py,Preserved in repository
tests/test_f21_channel.py,Source Code,ACTIVE,Implementation/documentation of test_f21_channel.py,Preserved in repository
tests/test_f21_csf.py,Source Code,ACTIVE,Implementation/documentation of test_f21_csf.py,Preserved in repository
tests/test_f21_curvature.py,Source Code,ACTIVE,Implementation/documentation of test_f21_curvature.py,Preserved in repository
tests/test_f21_droplet.py,Source Code,ACTIVE,Implementation/documentation of test_f21_droplet.py,Preserved in repository
tests/test_f21_environment.py,Source Code,ACTIVE,Implementation/documentation of test_f21_environment.py,Preserved in repository
tests/test_f21_fixed_point.py,Source Code,ACTIVE,Implementation/documentation of test_f21_fixed_point.py,Preserved in repository
tests/test_f21_force.py,Source Code,ACTIVE,Implementation/documentation of test_f21_force.py,Preserved in repository
tests/test_f21_forensic_corrections.py,Source Code,ACTIVE,Implementation/documentation of test_f21_forensic_corrections.py,Preserved in repository
tests/test_f21_gradient.py,Source Code,ACTIVE,Implementation/documentation of test_f21_gradient.py,Preserved in repository
tests/test_f21_multistep.py,Source Code,ACTIVE,Implementation/documentation of test_f21_multistep.py,Preserved in repository
tests/test_f21_norm.py,Source Code,ACTIVE,Implementation/documentation of test_f21_norm.py,Preserved in repository
tests/test_f21_two_phase.py,Source Code,ACTIVE,Implementation/documentation of test_f21_two_phase.py,Preserved in repository
tests/test_f22_entanglement_superposition.py,Source Code,ACTIVE,Implementation/documentation of test_f22_entanglement_superposition.py,Preserved in repository
tests/test_f22_mass_conservation.py,Source Code,ACTIVE,Implementation/documentation of test_f22_mass_conservation.py,Preserved in repository
tests/test_f22_multistep_channel.py,Source Code,ACTIVE,Implementation/documentation of test_f22_multistep_channel.py,Preserved in repository
tests/test_f22_precision.py,Source Code,ACTIVE,Implementation/documentation of test_f22_precision.py,Preserved in repository
tests/test_f22_quantum_state.py,Source Code,ACTIVE,Implementation/documentation of test_f22_quantum_state.py,Preserved in repository
tests/test_f22_stinespring.py,Source Code,ACTIVE,Implementation/documentation of test_f22_stinespring.py,Preserved in repository
tests/test_f23_arbitrary_density.py,Source Code,ACTIVE,Implementation/documentation of test_f23_arbitrary_density.py,Preserved in repository
tests/test_f23_environment_semantics.py,Source Code,ACTIVE,Implementation/documentation of test_f23_environment_semantics.py,Preserved in repository
tests/test_f23_equivalence.py,Source Code,ACTIVE,Implementation/documentation of test_f23_equivalence.py,Preserved in repository
tests/test_f23_multistep_full.py,Source Code,ACTIVE,Implementation/documentation of test_f23_multistep_full.py,Preserved in repository
tests/test_f23_positivity.py,Source Code,ACTIVE,Implementation/documentation of test_f23_positivity.py,Preserved in repository
tests/test_f24_channel_linearity.py,Source Code,ACTIVE,Implementation/documentation of test_f24_channel_linearity.py,Preserved in repository
